soc_code,element_name,importance_score,source
43-4141,Therapy and Counseling,1.2,knowledge
43-4141,Therapy and Counseling,0.57,knowledge
43-4141,Education and Training,3.1,knowledge
43-4141,Education and Training,3.03,knowledge
43-4141,English Language,3.96,knowledge
43-4141,English Language,3.51,knowledge
43-4141,Foreign Language,1.92,knowledge
43-4141,Foreign Language,0.96,knowledge
43-4141,Fine Arts,1.0,knowledge
43-4141,Fine Arts,0.0,knowledge
43-4141,History and Archeology,1.02,knowledge
43-4141,History and Archeology,0.04,knowledge
43-4141,Philosophy and Theology,1.26,knowledge
43-4141,Philosophy and Theology,0.47,knowledge
43-4141,Public Safety and Security,3.14,knowledge
43-4141,Public Safety and Security,2.85,knowledge
43-4141,Law and Government,2.86,knowledge
43-4141,Law and Government,2.42,knowledge
43-4141,Telecommunications,1.83,knowledge
43-4141,Telecommunications,1.01,knowledge
43-4141,Communications and Media,2.11,knowledge
43-4141,Communications and Media,2.11,knowledge
43-4141,Transportation,1.03,knowledge
43-4141,Transportation,0.06,knowledge
43-4151,Administration and Management,3.18,knowledge
43-4151,Administration and Management,3.37,knowledge
43-4151,Administrative,3.74,knowledge
43-4151,Administrative,4.28,knowledge
43-4151,Economics and Accounting,2.66,knowledge
43-4151,Economics and Accounting,2.4,knowledge
43-4151,Sales and Marketing,3.61,knowledge
43-4151,Sales and Marketing,3.96,knowledge
43-4151,Customer and Personal Service,4.36,knowledge
43-4151,Customer and Personal Service,5.3,knowledge
43-4151,Personnel and Human Resources,3.22,knowledge
43-4151,Personnel and Human Resources,3.49,knowledge
43-4151,Production and Processing,4.16,knowledge
43-4151,Production and Processing,4.67,knowledge
43-4151,Food Production,1.7,knowledge
43-4151,Food Production,1.28,knowledge
43-4151,Computers and Electronics,4.05,knowledge
43-4151,Computers and Electronics,4.93,knowledge
43-4151,Engineering and Technology,3.1,knowledge
43-4151,Engineering and Technology,3.67,knowledge
43-4151,Design,1.83,knowledge
43-4151,Design,1.28,knowledge
43-4151,Building and Construction,1.49,knowledge
43-4151,Building and Construction,0.49,knowledge
43-4151,Mechanical,2.18,knowledge
43-4151,Mechanical,2.31,knowledge
43-4151,Mathematics,3.67,knowledge
43-4151,Mathematics,4.15,knowledge
43-4151,Physics,1.55,knowledge
43-4151,Physics,0.9,knowledge
43-4151,Chemistry,1.26,knowledge
43-4151,Chemistry,0.41,knowledge
43-4151,Biology,1.02,knowledge
43-4151,Biology,0.03,knowledge
43-4151,Psychology,1.76,knowledge
43-4151,Psychology,1.06,knowledge
43-4151,Sociology and Anthropology,1.49,knowledge
43-4151,Sociology and Anthropology,0.98,knowledge
43-4151,Geography,1.4,knowledge
43-4151,Geography,0.84,knowledge
43-4151,Medicine and Dentistry,1.02,knowledge
43-4151,Medicine and Dentistry,0.04,knowledge
43-4151,Therapy and Counseling,1.03,knowledge
43-4151,Therapy and Counseling,0.07,knowledge
43-4151,Education and Training,3.92,knowledge
43-4151,Education and Training,5.09,knowledge
43-4151,English Language,3.81,knowledge
43-4151,English Language,4.41,knowledge
43-4151,Foreign Language,1.5,knowledge
43-4151,Foreign Language,0.75,knowledge
43-4151,Fine Arts,1.03,knowledge
43-4151,Fine Arts,0.05,knowledge
43-4151,History and Archeology,1.01,knowledge
43-4151,History and Archeology,0.02,knowledge
43-4151,Philosophy and Theology,1.01,knowledge
43-4151,Philosophy and Theology,0.02,knowledge
43-4151,Public Safety and Security,3.31,knowledge
43-4151,Public Safety and Security,3.99,knowledge
43-4151,Law and Government,2.21,knowledge
43-4151,Law and Government,2.37,knowledge
43-4151,Telecommunications,1.65,knowledge
43-4151,Telecommunications,0.8,knowledge
43-4151,Communications and Media,2.35,knowledge
43-4151,Communications and Media,1.36,knowledge
43-4151,Transportation,3.42,knowledge
43-4151,Transportation,3.43,knowledge
43-4161,Administration and Management,3.47,knowledge
43-4161,Administration and Management,3.39,knowledge
43-4161,Administrative,4.11,knowledge
43-4161,Administrative,5.83,knowledge
43-4161,Economics and Accounting,2.2,knowledge
43-4161,Economics and Accounting,2.82,knowledge
43-4161,Sales and Marketing,1.36,knowledge
43-4161,Sales and Marketing,0.93,knowledge
43-4161,Customer and Personal Service,3.74,knowledge
43-4161,Customer and Personal Service,4.9,knowledge
43-4161,Personnel and Human Resources,4.41,knowledge
43-4161,Personnel and Human Resources,4.45,knowledge
43-4161,Production and Processing,1.33,knowledge
43-4161,Production and Processing,0.44,knowledge
43-4161,Food Production,1.03,knowledge
43-4161,Food Production,0.07,knowledge
43-4161,Computers and Electronics,2.87,knowledge
43-4161,Computers and Electronics,3.43,knowledge
43-4161,Engineering and Technology,1.09,knowledge
43-4161,Engineering and Technology,0.23,knowledge
43-4161,Design,1.14,knowledge
43-4161,Design,0.24,knowledge
43-4161,Building and Construction,1.05,knowledge
43-4161,Building and Construction,0.1,knowledge
43-4161,Mechanical,1.01,knowledge
43-4161,Mechanical,0.02,knowledge
43-4161,Mathematics,2.44,knowledge
43-4161,Mathematics,3.4,knowledge
43-4161,Physics,1.0,knowledge
43-4161,Physics,0.01,knowledge
43-4161,Chemistry,1.03,knowledge
43-4161,Chemistry,0.06,knowledge
43-4161,Biology,1.0,knowledge
43-4161,Biology,0.01,knowledge
43-4161,Psychology,1.56,knowledge
43-4161,Psychology,1.26,knowledge
43-4161,Sociology and Anthropology,1.48,knowledge
43-4161,Sociology and Anthropology,0.94,knowledge
43-4161,Geography,1.22,knowledge
43-4161,Geography,0.44,knowledge
43-4161,Medicine and Dentistry,1.04,knowledge
43-4161,Medicine and Dentistry,0.07,knowledge
43-4161,Therapy and Counseling,1.62,knowledge
43-4161,Therapy and Counseling,1.32,knowledge
43-4161,Education and Training,2.65,knowledge
43-4161,Education and Training,3.58,knowledge
43-4161,English Language,3.44,knowledge
43-4161,English Language,3.38,knowledge
43-4161,Foreign Language,1.37,knowledge
43-4161,Foreign Language,0.41,knowledge
43-4161,Fine Arts,1.01,knowledge
43-4161,Fine Arts,0.01,knowledge
43-4161,History and Archeology,1.04,knowledge
43-4161,History and Archeology,0.06,knowledge
43-4161,Philosophy and Theology,1.3,knowledge
43-4161,Philosophy and Theology,0.76,knowledge
43-4161,Public Safety and Security,2.34,knowledge
43-4161,Public Safety and Security,2.18,knowledge
43-4161,Law and Government,2.21,knowledge
43-4161,Law and Government,2.39,knowledge
43-4161,Telecommunications,1.89,knowledge
43-4161,Telecommunications,0.85,knowledge
43-4161,Communications and Media,2.24,knowledge
43-4161,Communications and Media,2.3,knowledge
43-4161,Transportation,1.36,knowledge
43-4161,Transportation,0.84,knowledge
43-4171,Administration and Management,2.67,knowledge
43-4171,Administration and Management,1.96,knowledge
43-4171,Administrative,3.87,knowledge
43-4171,Administrative,4.53,knowledge
43-4171,Economics and Accounting,1.72,knowledge
43-4171,Economics and Accounting,0.96,knowledge
43-4171,Sales and Marketing,1.65,knowledge
43-4171,Sales and Marketing,1.4,knowledge
43-4171,Customer and Personal Service,4.21,knowledge
43-4171,Customer and Personal Service,3.83,knowledge
43-4171,Personnel and Human Resources,2.55,knowledge
43-4171,Personnel and Human Resources,1.46,knowledge
43-4171,Production and Processing,1.92,knowledge
43-4171,Production and Processing,0.77,knowledge
43-4171,Food Production,1.2,knowledge
43-4171,Food Production,0.35,knowledge
43-4171,Computers and Electronics,3.4,knowledge
43-4171,Computers and Electronics,3.65,knowledge
43-4171,Engineering and Technology,1.45,knowledge
43-4171,Engineering and Technology,0.88,knowledge
43-4171,Design,1.25,knowledge
43-4171,Design,0.41,knowledge
43-4171,Building and Construction,1.19,knowledge
43-4171,Building and Construction,0.21,knowledge
43-4171,Mechanical,1.19,knowledge
43-4171,Mechanical,0.3,knowledge
43-4171,Mathematics,2.73,knowledge
43-4171,Mathematics,2.71,knowledge
43-4171,Physics,1.33,knowledge
43-4171,Physics,0.45,knowledge
43-4171,Chemistry,1.24,knowledge
43-4171,Chemistry,0.55,knowledge
43-4171,Biology,1.13,knowledge
43-4171,Biology,0.21,knowledge
43-4171,Psychology,1.79,knowledge
43-4171,Psychology,1.38,knowledge
43-4171,Sociology and Anthropology,1.84,knowledge
43-4171,Sociology and Anthropology,0.96,knowledge
43-4171,Geography,1.25,knowledge
43-4171,Geography,0.42,knowledge
43-4171,Medicine and Dentistry,2.01,knowledge
43-4171,Medicine and Dentistry,1.73,knowledge
43-4171,Therapy and Counseling,1.26,knowledge
43-4171,Therapy and Counseling,0.57,knowledge
43-4171,Education and Training,2.47,knowledge
43-4171,Education and Training,2.34,knowledge
43-4171,English Language,3.73,knowledge
43-4171,English Language,3.12,knowledge
43-4171,Foreign Language,1.87,knowledge
43-4171,Foreign Language,1.19,knowledge
43-4171,Fine Arts,1.18,knowledge
43-4171,Fine Arts,0.18,knowledge
43-4171,History and Archeology,1.19,knowledge
43-4171,History and Archeology,0.25,knowledge
43-4171,Philosophy and Theology,1.26,knowledge
43-4171,Philosophy and Theology,0.35,knowledge
43-4171,Public Safety and Security,2.72,knowledge
43-4171,Public Safety and Security,2.35,knowledge
43-4171,Law and Government,2.32,knowledge
43-4171,Law and Government,1.32,knowledge
43-4171,Telecommunications,2.66,knowledge
43-4171,Telecommunications,1.45,knowledge
43-4171,Communications and Media,2.5,knowledge
43-4171,Communications and Media,2.39,knowledge
43-4171,Transportation,1.48,knowledge
43-4171,Transportation,0.64,knowledge
43-4181,Administration and Management,2.13,knowledge
43-4181,Administration and Management,2.32,knowledge
43-4181,Administrative,2.58,knowledge
43-4181,Administrative,2.84,knowledge
43-4181,Economics and Accounting,1.78,knowledge
43-4181,Economics and Accounting,1.0,knowledge
43-4181,Sales and Marketing,2.69,knowledge
43-4181,Sales and Marketing,3.16,knowledge
43-4181,Customer and Personal Service,4.84,knowledge
43-4181,Customer and Personal Service,5.38,knowledge
43-4181,Personnel and Human Resources,2.28,knowledge
43-4181,Personnel and Human Resources,2.14,knowledge
43-4181,Production and Processing,1.93,knowledge
43-4181,Production and Processing,1.81,knowledge
43-4181,Food Production,1.01,knowledge
43-4181,Food Production,0.02,knowledge
43-4181,Computers and Electronics,3.75,knowledge
43-4181,Computers and Electronics,4.12,knowledge
43-4181,Engineering and Technology,1.56,knowledge
43-4181,Engineering and Technology,0.92,knowledge
43-4181,Design,1.09,knowledge
43-4181,Design,0.23,knowledge
43-4181,Building and Construction,1.0,knowledge
43-4181,Building and Construction,0.0,knowledge
43-4181,Mechanical,1.47,knowledge
43-4181,Mechanical,1.07,knowledge
43-4181,Mathematics,2.82,knowledge
43-4181,Mathematics,2.81,knowledge
43-4181,Physics,1.17,knowledge
43-4181,Physics,0.5,knowledge
43-4181,Chemistry,1.52,knowledge
43-4181,Chemistry,1.04,knowledge
43-4181,Biology,1.34,knowledge
43-4181,Biology,0.69,knowledge
43-4181,Psychology,3.09,knowledge
43-4181,Psychology,3.44,knowledge
43-4181,Sociology and Anthropology,1.78,knowledge
43-4181,Sociology and Anthropology,1.28,knowledge
43-4181,Geography,3.44,knowledge
43-4181,Geography,4.09,knowledge
43-4181,Medicine and Dentistry,1.43,knowledge
43-4181,Medicine and Dentistry,0.79,knowledge
43-4181,Therapy and Counseling,2.15,knowledge
43-4181,Therapy and Counseling,1.68,knowledge
43-4181,Education and Training,2.55,knowledge
43-4181,Education and Training,2.7,knowledge
43-4181,English Language,3.8,knowledge
43-4181,English Language,3.72,knowledge
43-4181,Foreign Language,2.87,knowledge
43-4181,Foreign Language,2.14,knowledge
43-4181,Fine Arts,1.78,knowledge
43-4181,Fine Arts,0.8,knowledge
43-4181,History and Archeology,1.71,knowledge
43-4181,History and Archeology,0.82,knowledge
43-4181,Philosophy and Theology,1.9,knowledge
43-4181,Philosophy and Theology,1.83,knowledge
43-4181,Public Safety and Security,3.74,knowledge
43-4181,Public Safety and Security,2.92,knowledge
43-4181,Law and Government,2.53,knowledge
43-4181,Law and Government,3.09,knowledge
43-4181,Telecommunications,2.08,knowledge
43-4181,Telecommunications,1.4,knowledge
43-4181,Communications and Media,2.78,knowledge
43-4181,Communications and Media,2.8,knowledge
43-4181,Transportation,3.55,knowledge
43-4181,Transportation,4.12,knowledge
43-5011,Administration and Management,3.89,knowledge
43-5011,Administration and Management,4.23,knowledge
43-5011,Administrative,3.38,knowledge
43-5011,Administrative,3.79,knowledge
43-5011,Economics and Accounting,2.8,knowledge
43-5011,Economics and Accounting,2.43,knowledge
43-5011,Sales and Marketing,2.76,knowledge
43-5011,Sales and Marketing,2.67,knowledge
43-5011,Customer and Personal Service,3.38,knowledge
43-5011,Customer and Personal Service,3.62,knowledge
43-5011,Personnel and Human Resources,2.44,knowledge
43-5011,Personnel and Human Resources,1.91,knowledge
43-5011,Production and Processing,2.91,knowledge
43-5011,Production and Processing,2.55,knowledge
43-5011,Food Production,1.63,knowledge
43-5011,Food Production,1.09,knowledge
43-5011,Computers and Electronics,2.46,knowledge
43-5011,Computers and Electronics,2.87,knowledge
43-5011,Engineering and Technology,2.43,knowledge
43-5011,Engineering and Technology,2.32,knowledge
43-5011,Design,1.4,knowledge
43-5011,Design,1.08,knowledge
43-5011,Building and Construction,1.96,knowledge
43-5011,Building and Construction,1.55,knowledge
43-5011,Mechanical,2.59,knowledge
43-5011,Mechanical,2.73,knowledge
43-5011,Mathematics,2.72,knowledge
43-5011,Mathematics,3.08,knowledge
43-5011,Physics,1.1,knowledge
43-5011,Physics,0.49,knowledge
43-5011,Chemistry,1.37,knowledge
43-5011,Chemistry,1.02,knowledge
43-5011,Biology,1.66,knowledge
43-5011,Biology,0.9,knowledge
43-5011,Psychology,1.95,knowledge
43-5011,Psychology,1.58,knowledge
43-5011,Sociology and Anthropology,1.69,knowledge
43-5011,Sociology and Anthropology,1.53,knowledge
43-5011,Geography,4.5,knowledge
43-5011,Geography,4.37,knowledge
43-5011,Medicine and Dentistry,1.27,knowledge
43-5011,Medicine and Dentistry,0.72,knowledge
43-5011,Therapy and Counseling,1.65,knowledge
43-5011,Therapy and Counseling,1.27,knowledge
43-5011,Education and Training,3.47,knowledge
43-5011,Education and Training,3.39,knowledge
43-5011,English Language,3.92,knowledge
43-5011,English Language,3.1,knowledge
43-5011,Foreign Language,1.85,knowledge
43-5011,Foreign Language,1.83,knowledge
43-5011,Fine Arts,1.27,knowledge
43-5011,Fine Arts,0.69,knowledge
43-5011,History and Archeology,1.64,knowledge
43-5011,History and Archeology,1.26,knowledge
43-5011,Philosophy and Theology,1.1,knowledge
43-5011,Philosophy and Theology,0.17,knowledge
43-5011,Public Safety and Security,4.03,knowledge
43-5011,Public Safety and Security,3.63,knowledge
43-5011,Law and Government,3.45,knowledge
43-5011,Law and Government,3.55,knowledge
43-5011,Telecommunications,3.43,knowledge
43-5011,Telecommunications,1.95,knowledge
43-5011,Communications and Media,3.0,knowledge
43-5011,Communications and Media,2.73,knowledge
43-5011,Transportation,4.57,knowledge
43-5011,Transportation,4.58,knowledge
43-5011,Administration and Management,4.29,knowledge
43-5011,Administration and Management,4.4,knowledge
43-5011,Administrative,4.59,knowledge
43-5011,Administrative,5.69,knowledge
43-5011,Economics and Accounting,3.51,knowledge
43-5011,Economics and Accounting,3.99,knowledge
43-5011,Sales and Marketing,3.07,knowledge
43-5011,Sales and Marketing,3.58,knowledge
43-5011,Customer and Personal Service,4.51,knowledge
43-5011,Customer and Personal Service,5.56,knowledge
43-5011,Personnel and Human Resources,3.76,knowledge
43-5011,Personnel and Human Resources,3.37,knowledge
43-5011,Production and Processing,3.13,knowledge
43-5011,Production and Processing,3.86,knowledge
43-5011,Food Production,1.33,knowledge
43-5011,Food Production,0.86,knowledge
43-5011,Computers and Electronics,4.03,knowledge
43-5011,Computers and Electronics,4.19,knowledge
43-5011,Engineering and Technology,2.04,knowledge
43-5011,Engineering and Technology,1.93,knowledge
43-5011,Design,1.87,knowledge
43-5011,Design,1.73,knowledge
43-5011,Building and Construction,1.45,knowledge
43-5011,Building and Construction,0.89,knowledge
43-5011,Mechanical,1.77,knowledge
43-5011,Mechanical,0.88,knowledge
43-5011,Mathematics,3.59,knowledge
43-5011,Mathematics,4.31,knowledge
43-5011,Physics,1.59,knowledge
43-5011,Physics,1.17,knowledge
43-5011,Chemistry,1.87,knowledge
43-5011,Chemistry,1.18,knowledge
43-5011,Biology,1.58,knowledge
43-5011,Biology,1.44,knowledge
43-5011,Psychology,2.46,knowledge
43-5011,Psychology,2.48,knowledge
43-5011,Sociology and Anthropology,2.04,knowledge
43-5011,Sociology and Anthropology,1.93,knowledge
43-5011,Geography,3.87,knowledge
43-5011,Geography,4.24,knowledge
43-5011,Medicine and Dentistry,1.29,knowledge
43-5011,Medicine and Dentistry,0.44,knowledge
43-5011,Therapy and Counseling,1.43,knowledge
43-5011,Therapy and Counseling,0.87,knowledge
43-5011,Education and Training,2.93,knowledge
43-5011,Education and Training,3.54,knowledge
43-5011,English Language,4.25,knowledge
43-5011,English Language,4.22,knowledge
